Title,Type,Genres,Description,Release Year,Age Certification,Runtime,IMDB ID,IMDB Score,IMDB Votes,Production Countries,Seasons,Rating
Our Souls at Night,MOVIE,"['drama', 'romance']","Addie Moore and Louis Waters, a widow and widower, have lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbour.",2017,,101,tt5034266,6.9,13360.0,['US'],0.0,Average
Cable Girls,SHOW,"['drama', 'european']","In 1920s Madrid, four women at the National Telephone Company ring in revolution as they deal with romance, envy and the modern workplace.",2017,TV-MA,50,tt5674718,7.6,13855.0,['ES'],5.0,Best
Skins,MOVIE,"['comedy', 'drama', 'fantasy', 'european']","In a strange world where people share numerous deformities, the same problem we all face challenges each of them: to find someone who accepts you as you are. Sometimes, that means finding yourself first.",2017,,78,tt5808778,6.1,5686.0,['ES'],0.0,Average
Security,MOVIE,"['crime', 'thriller', 'action', 'european']","An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.",2017,R,87,tt3501112,5.7,18618.0,['US'],0.0,Average
Trolls Holiday,MOVIE,"['fantasy', 'comedy', 'family', 'romance', 'animation']","When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.",2017,PG,26,tt6645614,6.2,2725.0,[],0.0,Average
Bad Blood,SHOW,"['drama', 'crime']",A dramatization of the life and death of Montreal mob boss Vito Rizzuto.,2017,TV-14,46,tt6423364,7.5,9593.0,['CA'],2.0,Best
Birth of the Dragon,MOVIE,"['drama', 'action']","Set against the backdrop of San Franciscoâ€™s Chinatown, this cross-cultural biopic chronicles Bruce Leeâ€™s emergence as a martial-arts superstar after his legendary secret showdown with fellow martial artist Wong Jack Man.",2017,PG-13,120,tt2720826,5.6,8112.0,"['CN', 'US', 'CA']",0.0,Average
My Little Pony: Equestria Girls,SHOW,"['animation', 'comedy', 'family', 'fantasy']","Full-time students and part-time magical pony-girls, the Equestria Girls are always ready to save the day with the Magic of Friendship!",2017,TV-Y,24,tt13160278,6.4,642.0,['US'],1.0,Average
The Zookeeper's Wife,MOVIE,"['drama', 'war', 'history']","The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",2017,PG-13,122,tt1730768,7.0,42808.0,"['GB', 'US', 'CZ']",0.0,Average
War Machine,MOVIE,"['drama', 'comedy', 'war']",A rock star general bent on winning the â€œimpossibleâ€ war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,2017,R,122,tt4758646,6.0,45972.0,['US'],0.0,Average
Dunkirk,MOVIE,"['drama', 'history', 'thriller', 'war', 'action', 'european']","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",2017,PG-13,107,tt5013056,7.8,619645.0,"['US', 'FR', 'NL', 'GB']",0.0,Best
Newness,MOVIE,"['drama', 'romance']","In contemporary Los Angeles, two millennials navigating a social mediaâ€“driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",2017,,112,tt6408226,6.3,16459.0,['US'],0.0,Average
The Keepers,SHOW,"['crime', 'action', 'drama', 'documentation']",This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.,2017,TV-MA,56,tt6792200,7.6,14.0,['US'],1.0,Best
She's Gotta Have It,SHOW,['comedy'],"Nola Darling struggles to define herself and divide her time among her friends, job and three lovers. A new take on Spike Lee's film, in 10 episodes.",2017,TV-MA,32,tt0196291,6.8,4624.0,['US'],2.0,Average
Wet Hot American Summer: Ten Years Later,SHOW,['comedy'],"A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",2017,TV-MA,27,tt5669272,6.9,8502.0,['US'],1.0,Average
Money Heist,SHOW,"['crime', 'drama', 'thriller', 'action', 'european']",An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017,TV-MA,50,tt6468322,8.3,450797.0,['ES'],5.0,Best
Gypsy,SHOW,"['drama', 'thriller']",The journey of Jean Holloway â€“ a therapist who begins to develop dangerous and intimate relationships with the people in her patients' lives.,2017,TV-MA,59,tt5503718,6.8,16133.0,['US'],1.0,Average
Berlin Syndrome,MOVIE,"['thriller', 'horror', 'drama']",A passionate holiday romance leads to an obsessive relationship when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.,2017,R,116,tt3335606,6.2,24733.0,['AU'],0.0,Average
Bullet Head,MOVIE,"['thriller', 'crime', 'drama', 'european']",A group of career criminals finds itself trapped in a warehouse with the law â€“ and an Attack Dog named DeNiro closing in.,2017,R,93,tt6204340,5.4,9954.0,"['BG', 'US']",0.0,Average
Granblue Fantasy: The Animation,SHOW,"['scifi', 'animation', 'fantasy']","This is a world of the skies, where many islands drift in the sky. A boy named Gran and a talking winged lizard named Vyrn lived in Zinkenstill, an island which yields mysteries. One day, they come across a girl named Lyria. Lyria had escaped from the Erste Empire, a military government that is trying to rule over this world using powerful military prowess. In order to escape from the Empire, Gran and Lyria head out into the vast skies, holding the letter Gran's father left behind - which said, ""I will be waiting at Estalucia, Island of Stars"".",2017,TV-14,23,tt6138612,6.4,391.0,['JP'],2.0,Average
BÄhubali 2: The Conclusion,MOVIE,"['fantasy', 'action', 'drama']","When Mahendra, the son of BÄhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",2017,,168,tt4849438,8.199999999999998,91560.0,['IN'],0.0,Best
Blame!,MOVIE,"['scifi', 'thriller', 'animation', 'action', 'drama']","In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.",2017,PG-13,106,tt6574146,6.6,7968.0,['JP'],0.0,Average
On Body and Soul,MOVIE,"['fantasy', 'drama', 'romance']","Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",2017,,116,tt5607714,7.5,27003.0,['HU'],0.0,Best
Gerald's Game,MOVIE,"['horror', 'thriller', 'drama']","When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",2017,,103,tt3748172,6.5,104894.0,['US'],0.0,Average
Lady Bird,MOVIE,"['drama', 'comedy']","Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",2017,R,94,tt4925292,7.4,277165.0,['US'],0.0,Best
The Discovery,MOVIE,"['thriller', 'drama', 'romance', 'scifi']","In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.",2017,,102,tt5155780,6.2,33579.0,['US'],0.0,Average
Man Like Mobeen,SHOW,['comedy'],"Man Like Mobeen is a four-part series that welcomes you into the life of Mobeen Deen, a 28 year-old from Small Heath in Birmingham.  All Mobeen wants to do is follow his faith, lead a good life, and make sure his younger sister fulfils her potential. But can he juggle these when his criminal past and reputation is always chasing him?",2017,TV-MA,22,tt7639280,8.0,2664.0,['GB'],3.0,Best
Innocent,SHOW,"['drama', 'crime']","In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets.",2017,TV-14,51,tt6478854,8.4,17727.0,['TR'],1.0,Best
Unit 42,SHOW,"['crime', 'thriller', 'drama', 'european']","The investigations of two police officers from The Brussels Digital Unit, a unit specializing in cybercrime.",2017,,48,tt6136644,7.0,2311.0,['BE'],2.0,Average
A Bad Moms Christmas,MOVIE,['comedy'],"Amy, Kiki and Carla â€“ three under-appreciated and over-burdened women â€“ rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasnâ€™t hard enough, they have to do all of that while hosting and entertaining their own mothers.",2017,R,104,tt6365402,5.6,49478.0,['US'],0.0,Average
Cloudy with a Chance of Meatballs,SHOW,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']","The series is a prequel, featuring the high school years of Flint Lockwood, the eccentric young scientist in the films. In his adventures, he will be joined by Sam Sparks, a new girl in town and the school's ""wannabe"" reporter, along with Flint's dad Tim, Steve the Monkey, Manny as the head of the school's audiovisual club, Earl as a school gym teacher, Brent as a baby wear model, and Mayor Shelbourne, who wins every election on the pro-sardine platform.",2017,TV-Y7,11,tt4123482,3.4,750.0,['CA'],2.0,Poor
I Am Not Your Negro,MOVIE,"['documentation', 'history', 'european']","Working from the text of James Baldwinâ€™s unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States.",2017,R,93,tt5804038,7.9,21632.0,"['BE', 'FR', 'US']",0.0,Best
Bad Genius,MOVIE,"['thriller', 'comedy', 'crime', 'drama']","Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.",2017,PG-13,130,tt6788942,7.6,20430.0,['TH'],0.0,Best
Two Sentence Horror Stories,SHOW,"['drama', 'horror', 'thriller']",This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,2017,TV-14,22,tt6873926,5.5,1841.0,['US'],4.0,Average
The Toys That Made Us,SHOW,"['documentation', 'comedy', 'history']",The minds behind history's most iconic toy franchises discuss the rise -- and sometimes fall -- of their billion-dollar creations.,2017,TV-14,45,tt7053920,8.0,5545.0,['US'],3.0,Best
Jack Whitehall: Travels with My Father,SHOW,"['reality', 'comedy', 'documentation', 'european']","Comic Jack Whitehall invites his stodgy, unadventurous father to travel with him to odd locations and events in an attempt to strengthen their bond.",2017,TV-MA,46,tt7453996,7.6,5388.0,['GB'],5.0,Best
